Average	OTU ID	NTM00058	NTM00286	NTC_2	EXT_BLNK_29	NTM01038	DUST01486	EXT_BLNK_2	NTM00228	NTM01442	NTM00037	NTM01173	NTM00355	NTM00481	NTM00166	EXT_BLNK_24	NTC_1	EXT_BLNK_6	NTM00967	NTM00636	NTM01488	NTM00521	NTM00308	NTM00598	NTM01050	NTM01349	NTM01146	NTM00081	NTM01463	NTM00234	NTM01037	NTM00528	NTM01251	NTM00529	NTC_3	NTM00614	NTM00622	NTM01249	NTM00627	NTM01051	NTM00516	NTM00989	NTM00544	NTM01385	NTM00156	NTM00091	NTM01239	NTM01104	DUST01488	NTM00484	NTM00368	NTM00131	NTM01340	NTM00588	NTM01148	NTM00338	NTM00997	NTM01245	EXT_BLNK_5	NTM01257	DUST01480	NTM01057	DUST01462	NTM01139	NTM00382	NTM00284	NTM00619	NTM00999	NTM00019	DUST01463	NTM00530	NTM00360	NTM00540	NTM01320	NTM00461	NTM00003	NTM00421	NTM01490	NTM00217	NTM00123	NTM00371	NTM00310	NTM01223	DUST01481	NTM00027	NTM00090	NTM01309	NTM00432	NTM00300	NTM00105	NTM01305	NTM01044	NTM00593	NTM01255	NTM00273	DUST01472	DUST01489	NTM00431	NTM01153	NTM00045	NTM00491	NTM00500	DUST01483	NTM01472	NTM01120	NTM00232	NTM01240	NTM00146	NTM00981	NTM00023	NTM00413	NTM00504	NTM00437	NTM00354	NTM01335	NTM01151	NTM00452	NTM00178	NTM01393	NTM00970	NTM01023	NTM00405	NTM01021	NTM00028	NTM00977	NTM00483	NTM00439	NTM01046	NTM01407	NTM01482	NTM00440	NTM00982	NTM00426	NTM00110	DUST01467	NTM01246	NTM00463	NTM00289	NTM00605	NTM00628	NTM00102	NTM00339	NTM00362	NTM00294	NTM00526	NTM00118	NTM00378	NTM00346	NTM01001	NTM01426	NTM00220	NTM00020	NTM00332	NTM01086	NTM00451	NTM00036	NTM00241	NTM01091	NTM00559	NTM01356	NTM00424	NTM01201	NTM01016	NTM00445	NTM00560	NTM01486	NTM00307	NTM00617	NTM01085	NTM00180	NTM01198	NTM00295	DUST01482	NTM00344	NTM01116	NTM00616	NTM00428	NTM01194	NTM00047	NTM01348	NTM01036	NTM00379	NTM00607	NTM01361	NTM00053	NTM01384	NTM00238	NTM00462	NTM00315	NTM01403	NTM00978	NTM01206	NTM00995	NTM00558	NTM01031	NTM00975	NTM00498	NTM00998	NTM00210	NTM00014	NTM00333	NTM00408	NTM00076	NTM00345	NTM00512	NTM00082	NTM00490	NTM00650	NTM00335	NTM01439	NTM00168	NTM00392	NTM00195	NTM00324	NTM00592	NTM00298	NTM00356	NTM00477	NTM00615	NTM01205	NTM00429	DUST01478	NTM00401	NTM00080	NTM01226	NTM01250	NTM00032	NTM00349	NTM00246	NTM00550	NTM01281	NTM01111	NTM00194	NTM00240	NTM00469	NTM01108	NTM00647	NTM00474	NTM00506	NTM00139	NTM00574	DUST01464	NTM01279	NTM01394	NTM00319	NTM01382	NTM00519	NTM00422	NTM00034	NTM00438	NTM01304	NTM00570	NTM01235	NTM00229	NTM00985	NTM00365	NTM00545	NTM00044	NTM01232	NTM01055	NTM00553	NTM00005	NTM00565	NTM00206	NTM00501	NTM01448	NTM01131	NTM00226	NTM01145	NTM00579	NTM00311	NTM00336	NTM01177	NTM00096	NTM01322	NTM01417	NTM01034	NTM00116	NTM00394	NTM00101	NTM00129	NTM00124	NTM01317	DUST01490	NTM00492	NTM00537	NTM01311	NTM01462	NTM00454	NTM00326	NTM00652	NTM00043	NTM00293	NTM01167	NTM00334	NTM00460	NTM00651	NTM00033	NTM00147	NTM00261	NTM00108	NTM01336	NTM00292	NTM01081	NTM00140	NTM00390	NTM01256	NTM01339	NTM01427	NTM00042	NTM00330	NTM00271	NTM00253	NTM00169	NTM00556	NTM00387	NTM01282	NTM00495	NTM00396	NTM01022	NTM01447	NTM01334	NTM00007	NTM00343	NTM00633	NTM01337	NTM00138	NTM01202	NTM00515	NTM00212	NTM00478	NTM00415	NTM00472	NTM01142	NTM00388	NTM01237	NTM01215	NTM01008	NTM00157	NTM01425	NTM00142	NTM00487	NTM00281	NTM00290	NTM00126	NTM00061	NTM00265	NTM00057	NTM00121	NTM00323	NTM00048	NTM01156	NTM00979	NTM01169	NTM01489	NTM01028	NTM01079	NTM00399	NTM01443	NTM00573	NTM00073	NTM01103	NTM01288	NTM00011	NTM00303	NTM00497	NTM00266	NTM01415	NTM00539	NTM01478	NTM00471	NTM00165	NTM00063	NTM01302	NTM00466	NTM00022	NTM01261	NTM01109	NTM01009	NTM01072	NTM00288	NTM01063	NTM00606	NTM00136	NTM00393	NTM00186	NTM01315	NTM00119	NTM00968	NTM01029	NTM00062	NTM01273	NTM01158	NTM00064	NTM00113	NTM01480	NTM00489	NTM00468	NTM00067	NTM00025	NTM00010	NTM01041	NTM01456	NTM00600	NTM01074	NTM01269	NTM01276	NTM00230	NTM00582	NTM01019	NTM00404	NTM00107	NTM01457	NTM00250	NTM00182	NTM01421	NTM01375	NTM00410	NTM00149	NTM01168	NTM01422	NTM01318	NTM00639	NTM00252	NTM00373	NTM00567	NTM00244	NTM01286	NTM00279	NTM01188	NTM01483	NTM00357	NTM00187	NTM00594	NTM01083	NTM00320	NTM00434	NTM00251	NTM00532	NTM00578	NTM01067	NTM00358	NTM00644	NTM00097	NTM00546	NTM00621	NTM01265	NTM00626	NTM01451	NTM00208	NTM00225	NTM00581	NTM00202	NTM00459	NTM01080	NTM00137	NTM01213	NTM00144	NTM00467	NTM01088	NTM01000	NTM00059	NTM00079	NTM00409	NTM00029	NTM01241	NTM00060	NTM00287	NTM00634	NTM00502	NTM01126	NTM00122	NTM00262	NTM00988	NTM00513	NTM00383	NTM01097	NTM00640	NTM00173	NTM00359	NTM00268	NTM00078	NTM00551	NTM00243	NTM00167	NTM01077	NTM00301	NTM00494	NTM01266	NTM01452	NTM01428	NTM00595	NTM01163	NTM01298	NTM01341	NTM01102	NTM00576	NTM00130	NTM00075	NTM01208	NTM01445	NTM00353	NTM01284	NTM01032	NTM00377	NTM00436	NTM00325	NTM00012	NTM00457	NTM00260	NTM01141	NTM01195	NTM00257	NTM00297	NTM00554	NTM01343	NTM00609	NTM00403	NTM01136	NTM01460	NTM00117	NTM00380	NTM00572	NTM00177	NTM00089	NTM01330	NTM00100	NTM00236	NTM01333	NTM01227	NTM00340	NTM01252	NTM01144	NTM00242	NTM00174	NTM00035	NTM01125	NTM00321	NTM00277	NTM00470	NTM00586	NTM00433	NTM00420	NTM01071	NTM00163	NTM00655	NTM01068	NTM00435	NTM00151	NTM00541	NTM00566	NTM00317	NTM00283	NTM00205	NTM01420	NTM00305	NTM00511	NTM00153	NTM00637	NTM01481	NTM01025	NTM00464	NTM01391	NTM00455	NTM00536	NTM00066	NTM00635	NTM00038	NTM00193	NTM00030	NTM00446	NTM01398	NTM00384	NTM00522	NTM00111	NTM00473	NTM00397	NTM00189	NTM01464	NTM00499	NTM00270	NTM00480	NTM00069	NTM01323	NTM00115	NTM01140	NTM00374	NTM00629	NTM00395	NTM00083	NTM00322	NTM00381	NTM00190	NTM01467	NTM00052	NTM00237	NTM01002	NTM00200	NTM00050	NTM00175	NTM00641	NTM00128	NTM00269	NTM00450	NTM00398	NTM00158	NTM00442	Med		Average
#DIV/0!																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																#NUM!		#DIV/0!
0.223429687	g__	0.003282276	0.06127451	0.229321164	0.179896665	0.739881764	0.27868091	0	0.164868364	0.426035503	0.413793103	0.816019033	0.513250195	0.05510355	0.059017595	0.161894662	0.04202773	0.745418194	0.195444041	0.375697865	0.32177894	0.104553734	0.067967275	0.366027228	0	0.009009009	0.301349325	0.0014637	0.205483098	0.686321381	0.318278427	0.872497366	0.111923921	0.618583162	0.310837547	0.139196526	0.155404051	0.194064902	0.210342418	0.673795681	0.169033531	0.259463722	0.7219613	0.112721114	0.146876142	0.380537271	0.283327532	0.078938237	0.346820809	0	0.018624642	0.119813364	0.347471698	0.665252163	0.048613228	0.391651032	0.055183698	0.465362795	0.267933422	0.948638788	0.47936929	0.003032809	0.301895307	0.27458906	0.035033557	0.046978162	0.002369964	0.027986261	0.0513143	0.413700384	0.003907204	0.221762918	0.046835896	0.133210332	0.133687943	0.201920825	0.403678378	0.01622368	0.335100118	0.860297181	0.064438869	0.106879314	0.268210809	0.282908133	0.684467845	0.017882456	0.198876816	0.257099989	0.002672606	0.020561798	0.245309773	0.000529942	0.03189883	0.348609272	0.101300404	0.128571429	0.123404255	0.472520531	0.590604027	0.028147232	0.227169889	0.240942953	0.26512213	0.324854651	0.065637929	0.454197705	0.527955353	0.643588693	0.001397345	0.020796197	0.156606036	0.670421936	0.004669988	0.060368278	0.044698238	0.045365279	0.490317348	0.010790661	0.292611415	0.455005056	0.159278301	0.27653408	9.62E-05	0.002309691	0.04318776	0.26873734	0.110323776	0.588016113	0.046668568	0.069955748	0.171287972	0.077690931	0.190813397	0.592972318	0.359168629	0.147256439	0.136464909	0.026077098	0.75423186	0.062801054	0.081795874	0.707381211	0.005906406	0.250391813	0.015065913	0.28869969	0.164580726	0.022206368	0.014059441	0.564132909	0.112472259	0.634782609	0.431115029	0.000702494	0.094509026	0.049427918	0.067272237	0.014681465	0.260100779	0.053192426	0.608069422	0.619712205	0.144577171	0.269264069	0.586882453	0.091249574	0.107079489	0.002716238	0.095993889	0.448477157	0.262762057	0.077716167	0.154670902	0.251646794	0.008173273	0.23741597	0.481702824	0.459726569	0.165259055	0.279858715	0.535077771	0.000725046	0.009428548	0.003785438	0.088283025	0.371044368	0.217506631	0.118722555	0.366837799	0.064613134	0.548178562	0.032404098	0.043826656	0.052117777	0.193160077	0.295137521	0.840315157	0.22627965	0.096872319	0.581184726	0.791574629	0.020353635	0.693654606	0.429089476	0.010721172	0.044880677	0.013031813	0.448970037	0.001752247	0.213998024	0.025812329	0.073708207	0.093363671	0.045429794	0.679816162	0.813193938	0.033553026	0.362352941	0.79757085	0.007497587	0.058996184	0.158657572	0.162259175	0.099444101	0.270680294	0.131396357	0.667585077	0.019772949	0.037595064	0.109094821	0.611310464	0.371017023	0.192885316	0.035985521	0.039093484	0.426554722	0.041129657	0.065789474	0.005267224	0.587537092	0.000209673	0.368771267	0.080039112	0.06367341	0.067631445	0.86225415	0.008471634	0.74150758	0.285783199	0.264833575	0.071445322	0.004029779	0.415964924	0.284255987	0.039348063	0.020316027	0.535832105	0.113348677	0.809575258	0.575895946	0.463898672	0.005336179	0.494278383	0.664362081	0.654114365	0.481293682	0.072917352	0.104307213	0.010054489	0.187241468	0.374836601	0.644853752	0.281169831	0.149105368	0.325654041	0.286270439	0.058957952	0.241719294	0.149832517	0.366100588	0.161872783	0.216803021	0.108318005	0.023488036	0.262481527	0.424054759	0.375256323	0.346051405	0.315339491	0.183713636	0.026981868	0.070000701	0.028877135	0.480468236	0.043673771	0.026578496	0.076929794	0.006373398	0.818484493	0.020123934	0.60251872	0.924432799	0.179708876	0.196640966	0.396168916	0.057859095	0.011476664	0.073678653	0.024936477	0.102198065	0.20066655	0.251217366	0.256054131	0.058284331	0.516418425	0.132796896	0.080763668	0.1570713	0.029648983	0.118611159	0.089453434	0.571250566	0.027091094	0.00390417	0.238554069	0.099736355	0.15602396	0.066587058	0.390183441	0.157521052	0.068813097	0.428082759	0.010309844	0.502525807	0.022393738	0.069127916	0.268307225	0.021237964	0.015974042	0.15654321	0.1113381	0.096274848	0.368930361	0.050059666	0.065108336	0.113561314	0.378498961	0.003951944	0.010054748	0.120237401	0.048160644	0.212593417	0.111460462	0.234958979	0.000469949	0.433386243	0.152072769	0.358043421	0.23735692	0.040701559	0.33440849	0.158947586	0.124263991	0.553689168	0.096621905	0.020349445	0.520526803	0.100617676	0.000658798	0.450986484	0.15385	0.293777934	0.000794755	0.001203852	0.396216974	0.020825089	0.59512657	0.129818146	0.120170152	0.054984532	0.24505808	0.516501036	0.005717384	0.114445425	0.341298563	0.018155126	0.000489117	0.245421245	0.204154975	0.219160041	0.201118963	0.151639542	0.007649309	0.597275835	0.526642124	0.174996406	0.033437726	0.847769303	0.597979993	0.085048077	0.248935964	0.813034188	0.256379693	0.285727811	0.229360437	0.00847974	0.028128861	0.094638446	0.032236623	0.072979436	0.120491648	0.453672768	0.004791207	0.15564111	0.015428883	0.018320824	0.372887828	0.093801483	0.19144481	0.460757371	0.004003165	0.056606398	0.000287825	0.316046269	0.387021844	0.299152032	0.334854141	0.128409197	0.376939926	0.386322735	0.339128023	0.157731231	0.550230974	0.179457561	0.064949812	0.025921919	0.395539981	0.010487937	0.814933556	0.397114518	0.003134796	0.130023858	0.235237314	0.432218461	0.330699364	0.443115636	0.034763643	0.162412856	0.216913414	0.113127262	0.027125017	0.344223213	0.068444056	0.241272338	0.830751163	0.003001174	0.148791935	0.002959502	0.179752439	0.172782144	0.037035263	0.254954251	0.195220539	0.110988642	0.149813052	0.299239511	0.157846451	0.319717237	0.380164592	0.035958596	0.059471163	0.047887971	0.193161088	0.010580904	0.002971955	0.171067977	0.151092001	0.027826231	0.013216224	0.102522746	0.324752726	0.133713667	0.078689618	0.003079356	0.100348491	0.142099856	0.047786618	0.101802061	0.151210505	0.021416066	0.596992358	0.067055158	0.294366899	0.613384274	0.086277396	0.063880989	0.158553434	0.195829445	0.078404512	0.305842347	0.120563109	0.12137885	0.078842195	0.321053916	0.101204128	0.007007568	0.093201885	0.071380578	0.239882843	0.529339527	0.630942369	0.086953018	0.264054043	0.195351888	0.001752951	0.024981107	0.459317818	0.429557314	0.143229369	0.005131395	0.593594815	0.463895919	0.161433568	0.192813603	0.260767303	0.809737965	0.323360624	0.04232578	0.298902272	0.449676402	0.454466571	0.189638692	0.102630576	0.039248884	0.128939167	0.000151343	0.356425194	0.311517925	0.080987407	0.277456647	0.472603003	0.270383512	0.117978576	0.056554889	0.221210072	0.016633722	0.047489923	0.202652638	0.080953435	0.3400662	0.523243621	0.760108708	0.042536057	0.104589076	0.164923197	0.022419073	0.289047893	0.225907746	0.353090414	0.212732975	0.034045726	0.11821868	0.733541667	0.039365167	0.0139443	0.001095665	0.043235324	0.291969762	0.355475082	0.552935345	0.00731102	0.100982626	0.174253031	0.314485082	0.391889238	0.266189005	0.27497744	0.283631834	0.033762573	0.051547723	0.016266186	0.21753979	0.321569627	0.30007068	0.143420041	0.026902047	0.110288837	0.202677633	0.25589474	0.184732777	0.020267186	0.359841197	0.36914026	0.02082831	0.021950989	0.384058807	0.006774836	0.165232358	0.026534787	0.111235525	0.113732007	0.310880137	0.076915159	0.098018954	0.124172707	0.015189031	0.369282009	0.157296176		0.223429687
0.141653179	g__Mycobacterium	0	0	0.000570451	0	0.000454752	0.001393405	0.000902935	0.29477773	0.098126233	0	0	0	0.000369822	0.565615836	0.369388476	0.000433276	0	0	0	0.497710922	0.112204007	0.011642542	0	0.0299511	0.078678679	0.00089955	0.057962529	0.4788395	0.000531208	0.016471838	0.016332982	0.032674957	0.000256674	0.000439657	0.000651466	0	0.003629377	0	0.018480066	0.152268245	0.016758675	0	0.087316522	0.21172817	0	0.000348068	0.110687023	0.005220958	0.09916388	0.373607131	0	0.228528302	0.063163049	0.004724169	0.000938086	0.002082404	0.030307554	0.000736485	0.000280662	0.007368111	0.389026744	0.002105897	0.000269469	0.015033557	0.864652108	0.000374205	0.40173006	0.094705069	0.003585147	0.193406593	0.00899696	0.181861518	0.019311193	0.184869976	0.286132584	0.172718698	0.538027845	0.275853946	0.0173587	0.030907847	0.002023328	0.052366566	0.007905138	0.005641219	0.763602661	0.000366256	0.145965063	0.468485523	0.001123596	0.002835951	0.976788553	0.002076255	0.000927152	0.010490657	0.001882614	0.00035461	0.001368709	0.003200826	0.739560779	0.192924722	0.491682825	0.147290072	0.023151993	0.693503299	0.241292531	0.233282598	0.083265055	0.603653059	0.796989503	0.141015391	0.002019343	0.568389373	0.895061728	0.767549473	0.716614297	0.064584812	0.440945654	0.134675528	0.218604651	0.537685518	0.376374175	0.982194418	0.700125108	0.000774668	9.65E-05	0.485882481	0.000100705	0.581408611	0.083607947	0.653733321	0.001600904	0.003444976	0.143815826	0.007678919	0.589305711	0.525343483	0.719198791	0.042364352	0.031355085	0.228755794	0.000181357	0.518128124	0.086383332	0.000896781	0.171826625	0.668067227	0.075537323	0.514949279	0.000637233	0.102796272	0.000268938	0.165006611	0.02687039	0.010963047	0.006590389	0.099019696	0.194966355	0.061566651	0.633465434	0.001073537	0.058685853	0.000474024	0.145108225	0.000681431	0.064266258	0.019960965	0.995416348	0.037939229	0.028087986	0.003290401	0.034396119	0.000794202	0.116984908	0.000163465	0.000737826	0.041670078	0.035414265	0.007065129	0.062510268	0.029569021	0.916136309	0.000327949	0.073534149	0.00032457	0.024961752	0.060676393	0.082714571	0.067784373	0.288930429	0.002096619	0.938130411	0.60425184	0.930325933	0.017857143	0.02490346	0.000312037	0.401997503	0	0.10982376	0.003313348	0.657445972	0.000154955	0.011509657	0.491245661	0.829099307	0.000153315	0.002887016	0.98499162	0.049091876	0.001518372	0.105471125	0	0.18957604	0.071083876	0.00526785	0.021719593	0.034231499	0.000224921	0.920941281	0.001834458	0.004495427	0.409420555	0.089638666	0.005349729	0.000361376	0.000223397	0.063228329	0.000502224	0.016783819	0.313406057	0.212498181	0.291641383	0.00645894	0.779674221	0.100973326	0	0.258080664	0.004564927	0	0.005241823	0.00362949	0.009358849	0.174719837	0.007926696	0.062491282	0	0.018458731	6.89E-05	0.121490593	0.065739076	0.002117342	0.430510126	0.124146054	0.037234043	0.000889254	0.314943497	0.000575374	0.00020258	0.051750381	0.006908697	0.587713447	0.006865941	0.043264433	0.183768347	0.000411128	0.220461569	0.157758173	0.935910742	0.000258532	0.002614379	0	0.000448948	0.152247804	0.000585709	0.09706722	0.001305824	0.272586674	0.140234476	0.000489876	0.000253421	0	0.520267048	0.001884067	0.063933689	0.000521512	6.21E-05	0.069250233	0.417373939	0.006211944	0.00012377	0.004208459	0	0.001841378	0.669397561	0.000317925	0.6672197	0.000415656	0.04470066	0.794649979	0.007556161	0.002858334	0.324833096	0.005379236	0.174886498	0.037899489	0.089223707	0.149175808	0.006381847	0.693465536	0.132491376	0.000586682	0.002077398	0.000518852	0.090229455	0.004964903	0.53433613	0.000247356	0.020220379	0.02198618	0.055901324	0.024184413	0.204650638	0.152913339	0.15582423	0.000392663	0.03141953	0.306095758	0.000275437	0.298090154	0.590504775	0.000441379	0.009322731	0.000164727	0.807805196	0.006062903	0.007046452	0.01914718	0.290527892	0.023978052	0.000161282	0.105963584	0.257012845	0.000119332	0	0.16320591	0.283278328	0	0.90566435	0.235069684	0.023889856	0.421052632	0.375622282	0.003931176	0.042034359	0.00026455	0.003711642	0.120167408	0.124557752	0.31876392	0.000156071	0.000258451	0.000512007	0.006436421	0.000157365	0.193921322	0.003086737	0.008659008	0.06006039	0.041168246	0	0.007683423	0.001192132	0.188051766	0.016563251	0.003907796	0.002989835	0.000938921	0.037018281	0.241043808	0.132820461	0.001169156	0.128443984	0.260321663	0.137786056	0.000929777	0.000244559	0.198956295	0.100625215	0.067996683	0.666126816	0.000289757	0.102922428	0	0.005861267	0.303943648	0.001493616	0.083585832	0.000241628	0.000576923	0.007012962	0.012432012	0.058731105	0.000189349	0.00014383	0.23108561	0.328090849	0.223325423	0.170298628	0.016260163	0.002277904	0.014069926	0.002254686	0.00079816	0.167534851	0.000186471	0.248782816	0.259627265	0.019493469	0.030322791	9.31E-05	0.003106166	9.59E-05	0.000164465	0.041514283	0.001899819	0.000737361	0.001256632	0.029594072	0.000461446	0.059919552	0.00447164	0.000466614	0.000138613	0.129082073	0.000315571	0.01089519	0.002925819	0.000139392	0.002885482	0.475593372	0.070288126	0.397856212	0.23980265	0.00013624	0.000400124	0.011751091	0.50584899	0.273889637	0.345397633	0.193545499	0.003046223	0.064117133	0.000131079	0.001038891	4.35E-05	0.086520076	5.19E-05	0.158384532	0.262451691	0.000479111	0.1955952	0.000444188	0.023721666	0.003781441	0.124668888	0.377740222	0.034075516	0.04055708	0.570477048	0.263036669	0.235950413	0.319630054	0.25272887	0.001799916	0.273033989	0.161011537	0.689301437	0.200729171	0.150248139	0.000676304	0.077288249	0.130162964	0.604635679	0.077213755	0.059174029	0.233680131	0	0.002749282	0.000610724	0.048506395	0.043219619	0.258100698	0.000123244	0.045714753	0.427433822	0.303941487	0.000486835	0.245930701	0.131801049	0.02651105	0.225292818	0.000686286	0.153939985	0.020396461	0.809674448	0.008314527	0.000632386	0.280392723	0.187516685	0.159477752	0.000443227	0.054754474	0.131983441	0.002025632	0.541019397	0.00124356	0.049149975	0.160146224	0.24121443	0.007238448	0.296148371	0.176248674	0.30088455	0.075727781	0.001376715	0.458145229	0.383069688	0.012692484	0.000622303	0.000390472	0.00023896	0.000343119	0.007157149	0.000461734	0.235641317	0.494554205	0.258161709	0	0.272723465	0.000115194	0.461082591	0.064905013	0.034014361	0.327817336	0.000261067	0.000366435	0.03004594	0.273596045	0.122921839	0.006136161	0.051856477	0.108902555	0.000469009	0.000505542	0.000109361	0.111858191	0.046235472	0.042688532	0.120155737	0.010437376	0.004159676	0.007916667	0.193672465	0.000813418	3.42E-05	0.256550032	0.001176722	0.013485084	0.2482827	0.244013683	0.210907484	0.000341472	0.000240616	0.041208432	0.289381643	0.054080186	0.078979262	0.507463643	0.290436074	0.107324615	0.15848315	0.015925596	0.320889289	0.182406458	0.200343696	0.044590164	0.000958506	0.486304528	0.044183256	0.041325584	0.191601771	0.110253377	0.087472872	0.143249125	0.003343903	0.084856248	0.01399509	0.027235283	0.033127594	0.000643311	0.215385026	0.016546152	0.153190846	0.273689463	0.013274797	0.000999641	0.034313809		0.141653179
